종목명,종목코드,DART점수,Tier1발동,Tier1,호재내역,악재내역,최근공시,공시건수
파이온엑스,900100,-120,🚨 YES,주권매매거래정지해제              (액면병합 주권 변경상장) | [기재정정]주요사항보고서(전환사채권발행결정) | [첨부정정]주요사항보고서(전환사채권발행결정),,"주권매매거래정지해제              (액면병합 주권 변경상장)(-30) | [기재정정]주요사항보고서(전환사채권발행결정)(-15) | [첨부정정]주요사항보고서(전환사채권발행결정)(-15) | [기재정정]주요사항보고서(전환사채권발행결정)(-15) | 주권매매거래정지              (주식의 병합, 분할 등 전자등록 변경, 말소)(-30)",2026-06-22: 주권매매거래정지해제              (액면병합 주권 변경상장) | 2026-06-19: 임원ㆍ주요주주특정증권등소유상황보고서 | 2026-06-19: 주식등의대량보유상황보고서(일반) | 2026-06-19: [기재정정]주요사항보고서(전환사채권발행결정) | 2026-06-16: [첨부정정]주요사항보고서(전환사채권발행결정),11
알엔티엑스,123010,-105,🚨 YES,[기재정정]주요사항보고서(전환사채권발행결정) | [기재정정]주요사항보고서(전환사채권발행결정) | [기재정정]주요사항보고서(전환사채권발행결정),,[기재정정]주요사항보고서(전환사채권발행결정)(-15) | [기재정정]주요사항보고서(전환사채권발행결정)(-15) | [기재정정]주요사항보고서(전환사채권발행결정)(-15) | [기재정정]주요사항보고서(유상증자결정)(-15) | [기재정정]주요사항보고서(유상증자결정)(-15),2026-06-25: [기재정정]주식병합결정               | 2026-06-25: [기재정정]전환청구권행사               | 2026-06-19: 주식등의대량보유상황보고서(약식) | 2026-06-19: 주식등의대량보유상황보고서(일반) | 2026-06-16: [기재정정]주주명부폐쇄기간또는기준일설정              ,29
한국유니온제약,080720,-105,🚨 YES,[기재정정]주요사항보고서(유상증자결정) | [기재정정]주요사항보고서(감자결정) | [기재정정]주요사항보고서(유상증자결정),,[기재정정]주요사항보고서(유상증자결정)(-15) | [기재정정]주요사항보고서(감자결정)(-20) | [기재정정]주요사항보고서(유상증자결정)(-15) | [기재정정]주요사항보고서(유상증자결정)(-15) | [기재정정]주요사항보고서(감자결정)(-20),2026-06-16: [기재정정]주요사항보고서(유상증자결정) | 2026-06-16: [기재정정]주요사항보고서(감자결정) | 2026-06-16: [기재정정]주요사항보고서(유상증자결정) | 2026-06-15: [기재정정]주주총회소집공고 | 2026-06-15: [기재정정]주주총회소집결의              (임시주주총회),17
모바일어플라이언스,087260,-100,🚨 YES,[기재정정]주요사항보고서(전환사채권발행결정) | 조회공시요구(풍문또는보도)              (대표 등 주요 경영진 횡령·배임 피소설) | 조회공시요구(풍문또는보도)              (대표 등 주요 경영진 횡령·배임 피소설),,[기재정정]주요사항보고서(전환사채권발행결정)(-15) | [기재정정]최대주주변경              (-5) | 조회공시요구(풍문또는보도)              (대표 등 주요 경영진 횡령·배임 피소설)(-25) | 조회공시요구(풍문또는보도)              (대표 등 주요 경영진 횡령·배임 피소설)(-25) | [기재정정]주요사항보고서(유상증자결정)(-15),2026-06-23: [기재정정]의결권대리행사권유참고서류 | 2026-06-18: [기재정정]의결권대리행사권유참고서류 | 2026-06-16: [기재정정]의결권대리행사권유참고서류 | 2026-06-16: 의결권대리행사권유참고서류 | 2026-06-15: 소송등의제기ㆍ신청(경영권분쟁소송)              ,20
엠젠솔루션,032790,-90,🚨 YES,[기재정정]주요사항보고서(전환사채권발행결정) | [첨부정정]주요사항보고서(전환사채권발행결정) | [기재정정]주요사항보고서(전환사채권발행결정),,[기재정정]주요사항보고서(전환사채권발행결정)(-15) | [첨부정정]주요사항보고서(전환사채권발행결정)(-15) | [기재정정]주요사항보고서(전환사채권발행결정)(-15) | [기재정정]주요사항보고서(전환사채권발행결정)(-15) | 주권매매거래정지해제              (액면병합 주권 변경상장)(-30),2026-06-15: 대표이사변경               | 2026-06-15: [기재정정]주요사항보고서(자기전환사채매도결정) | 2026-06-09: 증권발행결과(자율공시)              (제24회차 CB) | 2026-06-09: [기재정정]주요사항보고서(전환사채권발행결정) | 2026-06-05: [첨부정정]주요사항보고서(전환사채권발행결정),9
에이프로젠,007460,-90,🚨 YES,주요사항보고서(유상증자결정)(자회사의 주요경영사항)              (제3자배정) | [기재정정]주요사항보고서(유상증자결정)(자회사의 주요경영사항)              (제3자배정) | [기재정정]주요사항보고서(전환사채권발행결정)(자회사의 주요경영사항)              ,,주요사항보고서(유상증자결정)(자회사의 주요경영사항)              (제3자배정)(-15) | [기재정정]주요사항보고서(유상증자결정)(자회사의 주요경영사항)              (제3자배정)(-15) | [기재정정]주요사항보고서(전환사채권발행결정)(자회사의 주요경영사항)              (-15) | [기재정정]주요사항보고서(전환사채권발행결정)(자회사의 주요경영사항)              (-15) | [기재정정]주요사항보고서(전환사채권발행결정)(자회사의 주요경영사항)              (-15),2026-06-25: 주요사항보고서(유상증자결정)(자회사의 주요경영사항)              (제3자배정) | 2026-06-24: [기재정정]주요사항보고서(유상증자결정)(자회사의 주요경영사항)              (제3자배정) | 2026-06-23: [기재정정]주요사항보고서(전환사채권발행결정)(자회사의 주요경영사항)               | 2026-06-19: [기재정정]주요사항보고서(전환사채권발행결정)(자회사의 주요경영사항)               | 2026-06-19: 주식등의대량보유상황보고서(일반),11
우성머티리얼스,011300,-90,🚨 YES,[첨부정정]주요사항보고서(유상증자결정) | [첨부정정]주요사항보고서(유상증자결정) | [첨부정정]주요사항보고서(유상증자결정),,[첨부정정]주요사항보고서(유상증자결정)(-15) | [첨부정정]주요사항보고서(유상증자결정)(-15) | [첨부정정]주요사항보고서(유상증자결정)(-15) | [기재정정]주요사항보고서(유상증자결정)(-15) | [기재정정]주요사항보고서(유상증자결정)(-15),2026-06-18: [첨부정정]주요사항보고서(유상증자결정) | 2026-06-18: [첨부정정]주요사항보고서(유상증자결정) | 2026-06-18: [첨부정정]주요사항보고서(유상증자결정) | 2026-06-18: [기재정정]주요사항보고서(유상증자결정) | 2026-06-18: [기재정정]주요사항보고서(유상증자결정),14
제이에스링크,127120,-90,🚨 YES,[기재정정]주요사항보고서(전환사채권발행결정) | [기재정정]주요사항보고서(전환사채권발행결정) | [기재정정]주요사항보고서(전환사채권발행결정),,[기재정정]주요사항보고서(전환사채권발행결정)(-15) | [기재정정]주요사항보고서(전환사채권발행결정)(-15) | [기재정정]주요사항보고서(전환사채권발행결정)(-15) | [기재정정]주요사항보고서(전환사채권발행결정)(-15) | [기재정정]주요사항보고서(전환사채권발행결정)(-15),2026-06-25: 증권발행결과(자율공시)              (제18회차) | 2026-06-25: 증권발행결과(자율공시)              (제17회차) | 2026-06-23: [기재정정]주요사항보고서(전환사채권발행결정) | 2026-06-23: [기재정정]주요사항보고서(전환사채권발행결정) | 2026-06-17: [기재정정]주요사항보고서(전환사채권발행결정),9
아리바이오LAB,261780,-85,🚨 YES,[첨부정정]주요사항보고서(전환사채권발행결정) | [기재정정]주요사항보고서(유상증자결정) | [기재정정]주요사항보고서(전환사채권발행결정),,[첨부정정]주요사항보고서(전환사채권발행결정)(-15) | [기재정정]주요사항보고서(유상증자결정)(-15) | 최대주주변경을수반하는주식담보제공계약체결              (-5) | [기재정정]주요사항보고서(전환사채권발행결정)(-15) | 최대주주변경을수반하는주식담보제공계약해제ㆍ취소등              (-5),2026-06-22: 주주명부폐쇄기간또는기준일설정               | 2026-06-22: 주주총회소집결의              (임시주주총회) | 2026-06-22: [첨부정정]주요사항보고서(전환사채권발행결정) | 2026-06-22: [기재정정]주요사항보고서(유상증자결정) | 2026-06-10: 주식등의대량보유상황보고서(일반),11
케스피온,079190,-80,🚨 YES,"주권매매거래정지              (주식의 병합, 분할 등 전자등록 변경, 말소) | 주요사항보고서(감자결정) | 주권매매거래정지              (자본감소)",,"주권매매거래정지              (주식의 병합, 분할 등 전자등록 변경, 말소)(-30) | 주요사항보고서(감자결정)(-20) | 주권매매거래정지              (자본감소)(-30)","2026-06-25: 주권매매거래정지              (주식의 병합, 분할 등 전자등록 변경, 말소) | 2026-06-16: 임시주주총회결과               | 2026-06-15: 임원ㆍ주요주주특정증권등소유상황보고서 | 2026-05-28: 의결권대리행사권유참고서류 | 2026-05-28: 주주총회소집공고",8
