종목명,종목코드,DART점수,Tier1발동,Tier1,호재내역,악재내역,최근공시,공시건수
한국유니온제약,080720,-190,🚨 YES,[기재정정]주요사항보고서(유상증자결정) | [기재정정]주요사항보고서(감자결정) | [기재정정]주요사항보고서(유상증자결정),,[기재정정]주요사항보고서(유상증자결정)(-15) | [기재정정]주요사항보고서(감자결정)(-20) | [기재정정]주요사항보고서(유상증자결정)(-15) | [기재정정]주요사항보고서(감자결정)(-20) | [기재정정]주요사항보고서(유상증자결정)(-15),2026-08-14: 반기검토(감사)의견부적정등사실확인(자본잠식률100분의50이상또는자기자본10억원미만포함)               | 2026-08-14: 반기보고서 (2026.06) | 2026-08-14: 회생절차종결신청               | 2026-08-11: [기재정정]주요사항보고서(유상증자결정) | 2026-08-11: [기재정정]주요사항보고서(감자결정),20
CSA 코스믹,083660,-135,🚨 YES,[기재정정]주요사항보고서(전환사채권발행결정) | [기재정정]주요사항보고서(유상증자결정) | [기재정정]주요사항보고서(유상증자결정),,[기재정정]주요사항보고서(전환사채권발행결정)(-15) | [기재정정]주요사항보고서(유상증자결정)(-15) | [기재정정]주요사항보고서(유상증자결정)(-15) | [기재정정]주요사항보고서(유상증자결정)(-15) | [기재정정]주요사항보고서(유상증자결정)(-15),2026-08-14: 반기보고서 (2026.06) | 2026-08-13: [기재정정]주요사항보고서(전환사채권발행결정) | 2026-08-13: [기재정정]주요사항보고서(유상증자결정) | 2026-08-13: [기재정정]주요사항보고서(유상증자결정) | 2026-08-13: [기재정정]주식매수선택권부여에관한신고,11
모아라이프플러스,142760,-130,🚨 YES,"[첨부정정]주요사항보고서(전환사채권발행결정) | 기타시장안내(관리종목지정우려종목)              (시가총액 200억원 미달) | 기타시장안내(관리종목지정우려종목)              (주가 1,000원 미달)",,"[첨부정정]주요사항보고서(전환사채권발행결정)(-15) | [기재정정]최대주주변경을수반하는주식담보제공계약체결              (-5) | [기재정정]최대주주변경을수반하는주식담보제공계약체결              (-5) | 기타시장안내(관리종목지정우려종목)              (시가총액 200억원 미달)(-30) | 기타시장안내(관리종목지정우려종목)              (주가 1,000원 미달)(-30)",2026-08-18: [첨부정정]주요사항보고서(전환사채권발행결정) | 2026-08-14: 반기보고서 (2026.06) | 2026-08-12: 주주명부폐쇄기간또는기준일설정               | 2026-08-12: 주주총회소집결의              (임시주주총회) | 2026-08-07: [기재정정]최대주주변경을수반하는주식담보제공계약체결              ,16
덕신이피씨,090410,-120,🚨 YES,"기타시장안내(관리종목지정우려종목)              (주가 1,000원 미달) | 주권매매거래정지              (주식의 병합, 분할 등 전자등록 변경, 말소) | [기재정정]주권매매거래정지              ",,"기타시장안내(관리종목지정우려종목)              (주가 1,000원 미달)(-30) | 주권매매거래정지              (주식의 병합, 분할 등 전자등록 변경, 말소)(-30) | [기재정정]주권매매거래정지              (-30) | 주권매매거래정지              (주식의 병합, 분할 등 전자등록 변경, 말소)(-30)","2026-08-14: 반기보고서 (2026.06) | 2026-08-07: 기타시장안내(관리종목지정우려종목)              (주가 1,000원 미달) | 2026-08-07: 주권매매거래정지              (주식의 병합, 분할 등 전자등록 변경, 말소) | 2026-07-28: 임시주주총회결과               | 2026-07-27: [기재정정]주권매매거래정지              ",8
본느,226340,-115,🚨 YES,횡령ㆍ배임혐의발생               | 횡령ㆍ배임혐의발생               | [기재정정]주요사항보고서(유상증자결정),,횡령ㆍ배임혐의발생              (-25) | 횡령ㆍ배임혐의발생              (-25) | [기재정정]주요사항보고서(유상증자결정)(-15) | 주요사항보고서(전환사채권발행결정)(-15) | 주요사항보고서(전환사채권발행결정)(-15),2026-08-18: 횡령ㆍ배임혐의발생               | 2026-08-14: 기타경영사항(자율공시)              (2026년 반기보고서(반기검토보고서) 제출 지연) | 2026-08-14: 증권발행결과(자율공시)              (제3자배정-소액공모) | 2026-08-14: 소액공모실적보고서 | 2026-08-06: [기재정정]소액공모공시서류(지분증권),16
다보링크,340360,-110,🚨 YES,"[기재정정]주요사항보고서(유상증자결정) | [기재정정]주요사항보고서(유상증자결정) | 기타시장안내(관리종목지정우려종목)              (주가 1,000원 미달)",단일판매ㆍ공급계약체결              (+5),"[기재정정]주요사항보고서(유상증자결정)(-15) | [기재정정]주요사항보고서(유상증자결정)(-15) | [기재정정]최대주주변경을수반하는주식양수도계약체결              (-5) | 기타시장안내(관리종목지정우려종목)              (주가 1,000원 미달)(-30) | [기재정정]주요사항보고서(유상증자결정)(-15)",2026-08-14: 반기보고서 (2026.06) | 2026-08-13: 주식등의대량보유상황보고서(일반) | 2026-08-13: [기재정정]주요사항보고서(유상증자결정) | 2026-08-13: [기재정정]주요사항보고서(유상증자결정) | 2026-08-13: [기재정정]최대주주변경을수반하는주식양수도계약체결              ,23
블루산업개발,006740,-105,🚨 YES,[기재정정]주요사항보고서(전환사채권발행결정) | [기재정정]주요사항보고서(유상증자결정) | [기재정정]주요사항보고서(유상증자결정),,[기재정정]주요사항보고서(전환사채권발행결정)(-15) | [기재정정]주요사항보고서(유상증자결정)(-15) | [기재정정]주요사항보고서(유상증자결정)(-15) | [기재정정]주요사항보고서(유상증자결정)(-15) | [기재정정]주요사항보고서(유상증자결정)(-15),2026-08-14: 반기보고서 (2026.06) | 2026-08-13: 주식등의대량보유상황보고서(일반) | 2026-08-13: 임원ㆍ주요주주특정증권등소유상황보고서 | 2026-08-10: 최대주주등소유주식변동신고서               | 2026-08-10: 유상증자또는주식관련사채등의발행결과(자율공시)              ,17
파라텍,033540,-105,🚨 YES,주권매매거래정지해제              (액면병합 주권 변경상장) | [첨부정정]주요사항보고서(전환사채권발행결정) | [기재정정]주요사항보고서(전환사채권발행결정),,"주권매매거래정지해제              (액면병합 주권 변경상장)(-30) | [첨부정정]주요사항보고서(전환사채권발행결정)(-15) | [기재정정]주요사항보고서(전환사채권발행결정)(-15) | 주권매매거래정지              (주식의 병합, 분할 등 전자등록 변경, 말소)(-30) | [기재정정]주요사항보고서(전환사채권발행결정)(-15)",2026-08-18: 증권발행결과(자율공시)              (제4회차 CB) | 2026-08-13: 반기보고서 (2026.06) | 2026-08-13: 주권매매거래정지해제              (액면병합 주권 변경상장) | 2026-08-13: [첨부정정]주요사항보고서(전환사채권발행결정) | 2026-07-29: 주식등의대량보유상황보고서(일반),10
광진실업,026910,-100,🚨 YES,[기재정정]주요사항보고서(유상증자결정) | [기재정정]주요사항보고서(전환사채권발행결정) | [기재정정]주요사항보고서(전환사채권발행결정),,[기재정정]최대주주변경              (-5) | 최대주주변경을수반하는주식담보제공계약체결              (-5) | 최대주주변경              (-5) | [기재정정]주요사항보고서(유상증자결정)(-15) | [기재정정]최대주주변경을수반하는주식양수도계약체결              (-5),2026-08-18: 주주총회소집공고 | 2026-08-18: [기재정정]주주총회소집결의              (임시주주총회) | 2026-08-14: [기재정정]최대주주변경               | 2026-08-14: 최대주주변경을수반하는주식담보제공계약체결               | 2026-08-13: 최대주주변경              ,15
덱스터,206560,-90,🚨 YES,주권매매거래정지해제              (상장적격성 실질심사 대상 제외 결정) | 주권매매거래정지기간변경              (상장적격성 실질심사 대상(사유발생)) | 주권매매거래정지              (풍문 또는 보도 관련),,주권매매거래정지해제              (상장적격성 실질심사 대상 제외 결정)(-30) | 주권매매거래정지기간변경              (상장적격성 실질심사 대상(사유발생))(-30) | 주권매매거래정지              (풍문 또는 보도 관련)(-30),2026-08-14: 반기보고서 (2026.06) | 2026-08-13: 주권매매거래정지해제              (상장적격성 실질심사 대상 제외 결정) | 2026-08-13: 기타시장안내              (상장적격성 실질심사 대상 제외 결정) | 2026-07-29: [기재정정]회계처리기준위반행위로인한증권선물위원회의검찰고발등               | 2026-07-23: 기타시장안내              (상장적격성 실질심사 대상결정 기한 안내),10
